,Tool,Cutoff,Rank,Value,OriginalValue,TP,FN,FP,TN,Precision,Recall,F1score,TPR,TNR,FPR
48,Dorado,32.66054798,32,0.999999,1,4,3844,28,2568652,0.125,0.001039501,0.002061856,0.001039501,0.999989099,1.09E-05
49,Dorado,35.17521271,35,0.999999,1,4,3844,31,2568649,0.114285714,0.001039501,0.002060263,0.001039501,0.999987932,1.21E-05
50,Dorado,37.88349142,37,0.999999,1,5,3843,32,2568648,0.135135135,0.001299376,0.002574003,0.001299376,0.999987542,1.25E-05
51,Dorado,40.80029121,40,0.999999,1,6,3842,34,2568646,0.15,0.001559252,0.00308642,0.001559252,0.999986764,1.32E-05
52,Dorado,43.94166695,43,0.999999,1,7,3841,36,2568644,0.162790698,0.001819127,0.003598047,0.001819127,0.999985985,1.40E-05
53,Dorado,47.32490964,47,0.999999,1,8,3840,39,2568641,0.170212766,0.002079002,0.004107831,0.002079002,0.999984817,1.52E-05
54,Dorado,50.96864155,50,0.999999,1,9,3839,41,2568639,0.18,0.002338877,0.004617753,0.002338877,0.999984038,1.60E-05
55,Dorado,54.89291879,54,0.999999,1,9,3839,45,2568635,0.166666667,0.002338877,0.004613019,0.002338877,0.999982481,1.75E-05
56,Dorado,59.11934165,59,0.999999,1,9,3839,50,2568630,0.152542373,0.002338877,0.004607115,0.002338877,0.999980535,1.95E-05
57,Dorado,63.67117352,63,0.999999,1,9,3839,54,2568626,0.142857143,0.002338877,0.004602403,0.002338877,0.999978978,2.10E-05
58,Dorado,68.57346892,68,0.999999,1,9,3839,59,2568621,0.132352941,0.002338877,0.004596527,0.002338877,0.999977031,2.30E-05
59,Dorado,73.85321143,73,0.999999,1,9,3839,64,2568616,0.123287671,0.002338877,0.004590666,0.002338877,0.999975084,2.49E-05
60,Dorado,79.53946219,79,0.999999,1,9,3839,70,2568610,0.113924051,0.002338877,0.004583652,0.002338877,0.999972749,2.73E-05
61,Dorado,85.66351989,85,0.999999,1,9,3839,76,2568604,0.105882353,0.002338877,0.004576659,0.002338877,0.999970413,2.96E-05
62,Dorado,92.25909299,92,0.999999,1,9,3839,83,2568597,0.097826087,0.002338877,0.004568528,0.002338877,0.999967688,3.23E-05
63,Dorado,99.36248535,99,0.999999,1,9,3839,90,2568590,0.090909091,0.002338877,0.004560426,0.002338877,0.999964963,3.50E-05
64,Dorado,107.012796,107,0.999999,1,9,3839,98,2568582,0.08411215,0.002338877,0.004551201,0.002338877,0.999961848,3.82E-05
65,Dorado,115.2521343,115,0.999999,1,9,3839,106,2568574,0.07826087,0.002338877,0.004542014,0.002338877,0.999958734,4.13E-05
66,Dorado,124.1258518,124,0.999999,1,9,3839,115,2568565,0.072580645,0.002338877,0.004531722,0.002338877,0.99995523,4.48E-05
67,Dorado,133.6827919,133,0.999999,1,9,3839,124,2568556,0.067669173,0.002338877,0.004521477,0.002338877,0.999951726,4.83E-05
68,Dorado,143.9755586,143,0.999999,1,9,3839,134,2568546,0.062937063,0.002338877,0.004510148,0.002338877,0.999947833,5.22E-05
69,Dorado,155.0608061,155,0.99509901,0.9951,10,3838,145,2568535,0.064516129,0.002598753,0.004996253,0.002598753,0.999943551,5.64E-05
70,Dorado,166.9995507,166,0.99479901,0.9948,14,3834,152,2568528,0.084337349,0.003638254,0.006975585,0.003638254,0.999940826,5.92E-05
71,Dorado,179.8575064,179,0.994499011,0.9945,22,3826,157,2568523,0.122905028,0.005717256,0.010926248,0.005717256,0.999938879,6.11E-05
72,Dorado,193.705447,193,0.994299011,0.9943,26,3822,167,2568513,0.134715026,0.006756757,0.012868102,0.006756757,0.999934986,6.50E-05
73,Dorado,208.6195953,208,0.994099012,0.9941,29,3819,179,2568501,0.139423077,0.007536383,0.014299803,0.007536383,0.999930314,6.97E-05
74,Dorado,224.6820428,224,0.993799012,0.9938,33,3815,191,2568489,0.147321429,0.008575884,0.016208251,0.008575884,0.999925643,7.44E-05
75,Dorado,241.9812016,241,0.993199014,0.9932,34,3814,207,2568473,0.141078838,0.008835759,0.016629983,0.008835759,0.999919414,8.06E-05
76,Dorado,260.6122911,260,0.991599017,0.9916,38,3810,222,2568458,0.146153846,0.00987526,0.018500487,0.00987526,0.999913574,8.64E-05
77,Dorado,280.6778619,280,0.98989902,0.9899,49,3799,231,2568449,0.175,0.012733888,0.02374031,0.012733888,0.999910071,8.99E-05
78,Dorado,302.2883603,302,0.989199022,0.9892,60,3788,242,2568438,0.198675497,0.015592516,0.028915663,0.015592516,0.999905788,9.42E-05
79,Dorado,325.5627364,325,0.988799022,0.9888,71,3777,254,2568426,0.218461538,0.018451143,0.034028277,0.018451143,0.999901117,9.89E-05
80,Dorado,350.6290987,350,0.988199024,0.9882,80,3768,270,2568410,0.228571429,0.020790021,0.038113387,0.020790021,0.999894888,0.000105112
81,Dorado,377.6254194,377,0.987699025,0.9877,86,3762,291,2568389,0.228116711,0.022349272,0.040710059,0.022349272,0.999886712,0.000113288
82,Dorado,406.7002935,406,0.986799026,0.9868,95,3753,311,2568369,0.233990148,0.02468815,0.044663846,0.02468815,0.999878926,0.000121074
83,Dorado,438.0137572,438,0.985699029,0.9857,98,3750,340,2568340,0.223744292,0.025467775,0.045730285,0.025467775,0.999867636,0.000132364
84,Dorado,471.7381683,471,0.984299031,0.9843,116,3732,355,2568325,0.246284501,0.03014553,0.053716138,0.03014553,0.999861797,0.000138203
85,Dorado,508.0591551,508,0.983199034,0.9832,133,3715,375,2568305,0.261811024,0.03456341,0.061065197,0.03456341,0.999854011,0.000145989
86,Dorado,547.1766383,547,0.982199036,0.9822,155,3693,392,2568288,0.283363803,0.040280665,0.070534699,0.040280665,0.999847392,0.000152608
87,Dorado,589.3059311,589,0.980999038,0.981,169,3679,420,2568260,0.286926995,0.043918919,0.076177597,0.043918919,0.999836492,0.000163508
88,Dorado,634.6789249,634,0.97989904,0.9799,187,3661,447,2568233,0.294952681,0.048596674,0.083444891,0.048596674,0.999825981,0.000174019
89,Dorado,683.5453648,683,0.978699043,0.9787,205,3643,478,2568202,0.300146413,0.053274428,0.090487751,0.053274428,0.999813912,0.000186088
90,Dorado,736.1742251,736,0.977599045,0.9776,234,3614,502,2568178,0.317934783,0.060810811,0.102094241,0.060810811,0.999804569,0.000195431
91,Dorado,792.8551895,792,0.976199048,0.9762,257,3591,535,2568145,0.324494949,0.066787942,0.110775862,0.066787942,0.999791722,0.000208278
92,Dorado,853.9002455,853,0.974699051,0.9747,286,3562,567,2568113,0.335287222,0.074324324,0.121676239,0.074324324,0.999779264,0.000220736
93,Dorado,919.6454017,919,0.973699053,0.9737,307,3541,612,2568068,0.33405876,0.079781705,0.128802182,0.079781705,0.999761745,0.000238255
94,Dorado,990.4525374,990,0.972299055,0.9723,337,3511,653,2568027,0.34040404,0.087577963,0.139313766,0.087577963,0.999745784,0.000254216
95,Dorado,1066.711394,1066,0.970399059,0.9704,370,3478,696,2567984,0.347091932,0.096153846,0.150590151,0.096153846,0.999729044,0.000270956
96,Dorado,1148.841722,1148,0.968799062,0.9688,412,3436,736,2567944,0.358885017,0.107068607,0.164931946,0.107068607,0.999713472,0.000286528
97,Dorado,1237.295589,1237,0.967199066,0.9672,444,3404,793,2567887,0.358932902,0.115384615,0.174631268,0.115384615,0.999691281,0.000308719
98,Dorado,1332.559869,1332,0.965299069,0.9653,487,3361,845,2567835,0.365615616,0.126559252,0.188030888,0.126559252,0.999671037,0.000328963
99,Dorado,1435.158922,1435,0.963199074,0.9632,527,3321,908,2567772,0.367247387,0.136954262,0.199507855,0.136954262,0.999646511,0.000353489
100,Dorado,1545.657482,1545,0.961099078,0.9611,572,3276,973,2567707,0.370226537,0.148648649,0.212126831,0.148648649,0.999621206,0.000378794
101,Dorado,1664.663763,1664,0.958599083,0.9586,608,3240,1056,2567624,0.365384615,0.158004158,0.220609579,0.158004158,0.999588894,0.000411106
102,Dorado,1792.832808,1792,0.956199088,0.9562,667,3181,1125,2567555,0.372209821,0.173336798,0.236524823,0.173336798,0.999562032,0.000437968
103,Dorado,1930.870095,1930,0.953799092,0.9538,721,3127,1209,2567471,0.37357513,0.187370062,0.249567324,0.187370062,0.99952933,0.00047067
104,Dorado,2079.535418,2079,0.950899098,0.9509,784,3064,1295,2567385,0.377104377,0.203742204,0.26455205,0.203742204,0.99949585,0.00050415
105,Dorado,2239.647072,2239,0.948099104,0.9481,837,3011,1402,2567278,0.373827602,0.217515593,0.275012321,0.217515593,0.999454194,0.000545806
106,Dorado,2412.086356,2412,0.94489911,0.9449,901,2947,1511,2567169,0.373548922,0.234147609,0.287859425,0.234147609,0.99941176,0.00058824
107,Dorado,2597.802421,2597,0.941199118,0.9412,977,2871,1620,2567060,0.376203312,0.253898129,0.30318076,0.253898129,0.999369326,0.000630674
108,Dorado,2797.817501,2797,0.937899124,0.9379,1047,2801,1750,2566930,0.374329639,0.272089397,0.315124153,0.272089397,0.999318716,0.000681284
109,Dorado,3013.232533,3013,0.933299133,0.9333,1135,2713,1878,2566802,0.376700962,0.29495842,0.33085556,0.29495842,0.999268885,0.000731115
110,Dorado,3245.23322,3245,0.929099142,0.9291,1202,2646,2043,2566637,0.370416025,0.312370062,0.338925701,0.312370062,0.99920465,0.00079535
111,Dorado,3495.096557,3495,0.924399151,0.9244,1281,2567,2214,2566466,0.366523605,0.332900208,0.348903718,0.332900208,0.999138079,0.000861921
112,Dorado,3764.197861,3764,0.919599161,0.9196,1354,2494,2410,2566270,0.359723698,0.351871102,0.355754073,0.351871102,0.999061775,0.000938225
113,Dorado,4054.018338,4054,0.913999172,0.914,1440,2408,2614,2566066,0.355204736,0.374220374,0.364464692,0.374220374,0.998982357,0.001017643
114,Dorado,4366.153239,4366,0.907999184,0.908,1516,2332,2850,2565830,0.347228585,0.393970894,0.369125883,0.393970894,0.998890481,0.001109519
115,Dorado,4702.32064,4702,0.902199196,0.9022,1603,2245,3099,2565581,0.340918758,0.416580042,0.37497076,0.416580042,0.998793544,0.001206456
116,Dorado,5064.370899,5064,0.895499209,0.8955,1681,2167,3383,2565297,0.331951027,0.436850312,0.377244165,0.436850312,0.998682981,0.001317019
117,Dorado,5454.296839,5454,0.888299223,0.8883,1767,2081,3687,2564993,0.323982398,0.459199584,0.379918297,0.459199584,0.998564632,0.001435368
118,Dorado,5874.244719,5874,0.880699239,0.8807,1856,1992,4018,2564662,0.315968676,0.482328482,0.381814441,0.482328482,0.998435772,0.001564228
119,Dorado,6326.526046,6326,0.871799256,0.8718,1964,1884,4362,2564318,0.310464749,0.51039501,0.38608217,0.51039501,0.998301852,0.001698148
120,Dorado,6813.630301,6813,0.863299273,0.8633,2063,1785,4750,2563930,0.302803464,0.536122661,0.387018103,0.536122661,0.998150801,0.001849199
121,Dorado,7338.238639,7338,0.854399291,0.8544,2165,1683,5173,2563507,0.29503952,0.562629938,0.387091007,0.562629938,0.997986125,0.002013875
122,Dorado,7903.238647,7903,0.844399311,0.8444,2254,1594,5649,2563031,0.285208149,0.585758836,0.383626925,0.585758836,0.997800816,0.002199184
123,Dorado,8511.74024,8511,0.833299333,0.8333,2347,1501,6164,2562516,0.27576078,0.609927235,0.379804191,0.609927235,0.997600324,0.002399676
124,Dorado,9167.092776,9167,0.821399357,0.8214,2413,1435,6754,2561926,0.263226792,0.627079002,0.37080292,0.627079002,0.997370634,0.002629366
125,Dorado,9872.903495,9872,0.809099382,0.8091,2488,1360,7384,2561296,0.252025932,0.646569647,0.362682216,0.646569647,0.997125372,0.002874628
126,Dorado,10633.05737,10633,0.795299409,0.7953,2551,1297,8082,2560598,0.239913477,0.662941788,0.352323735,0.662941788,0.996853637,0.003146363
127,Dorado,11451.7385,11451,0.781799436,0.7818,2629,1219,8822,2559858,0.229586936,0.683212058,0.343682594,0.683212058,0.996565551,0.003434449
128,Dorado,12333.45313,12333,0.767399465,0.7674,2696,1152,9637,2559043,0.218600503,0.700623701,0.333230332,0.700623701,0.996248268,0.003751732
129,Dorado,13283.05445,13283,0.752299495,0.7523,2747,1101,10536,2558144,0.206805691,0.713877339,0.320705154,0.713877339,0.995898282,0.004101718
130,Dorado,14305.76933,14305,0.736799526,0.7368,2818,1030,11487,2557193,0.196994058,0.732328482,0.310472098,0.732328482,0.995528053,0.004471947
131,Dorado,15407.22708,15407,0.720599559,0.7206,2877,971,12530,2556150,0.186733303,0.747661123,0.298831472,0.747661123,0.995122008,0.004877992
132,Dorado,16593.49041,16593,0.703699593,0.7037,2915,933,13678,2555002,0.17567649,0.757536383,0.285211095,0.757536383,0.994675086,0.005324914
133,Dorado,17871.08885,17871,0.686699627,0.6867,2951,897,14920,2553760,0.165127861,0.766891892,0.271743635,0.766891892,0.994191569,0.005808431
134,Dorado,19247.05464,19247,0.669399661,0.6694,2992,856,16255,2552425,0.155452798,0.777546778,0.259103702,0.777546778,0.993671847,0.006328153
135,Dorado,20728.96148,20728,0.650499699,0.6505,3025,823,17703,2550977,0.145937862,0.786122661,0.24617513,0.786122661,0.993108133,0.006891867
136,Dorado,22324.96618,22324,0.632899734,0.6329,3055,793,19269,2549411,0.136848235,0.793918919,0.233455601,0.793918919,0.992498482,0.007501518
137,Dorado,24043.8536,24043,0.61479977,0.6148,3077,771,20966,2547714,0.127979038,0.799636175,0.220644652,0.799636175,0.991837831,0.008162169
138,Dorado,25895.08496,25895,0.596199808,0.5962,3101,747,22794,2545886,0.119752848,0.805873181,0.208519652,0.805873181,0.991126182,0.008873818
139,Dorado,27888.84994,27888,0.576899846,0.5769,3120,728,24768,2543912,0.111876076,0.810810811,0.196622133,0.810810811,0.990357693,0.009642307
140,Dorado,30036.12277,30036,0.557899884,0.5579,3140,708,26896,2541784,0.104541217,0.816008316,0.185338213,0.816008316,0.989529252,0.010470748
141,Dorado,32348.72262,32348,0.539099922,0.5391,3151,697,29197,2539483,0.097409423,0.818866944,0.174107636,0.818866944,0.988633462,0.011366538
142,Dorado,34839.37868,34839,0.51999996,0.52,3158,690,31681,2536999,0.090645541,0.820686071,0.163258976,0.820686071,0.987666428,0.012333572
143,Dorado,37521.8002,37521,0.5,0.5,3168,680,34353,2534327,0.084432718,0.823284823,0.153158162,0.823284823,0.986626205,0.013373795
144,Dorado,40410.75196,40410,0.482800034,0.4828,3180,668,37230,2531450,0.078693393,0.826403326,0.143702833,0.826403326,0.985506174,0.014493826
145,Dorado,43522.13553,43522,0.463900072,0.4639,3185,663,40337,2528343,0.07318138,0.827702703,0.134473295,0.827702703,0.984296604,0.015703396
146,Dorado,46873.07683,46873,0.445800108,0.4458,3190,658,43683,2524997,0.068056237,0.829002079,0.125786164,0.829002079,0.982993989,0.017006011
147,Dorado,50482.02035,50482,0.428600143,0.4286,3195,653,47287,2521393,0.063289886,0.830301455,0.117614578,0.830301455,0.981590934,0.018409066
148,Dorado,54368.8307,54368,0.410400179,0.4104,3198,650,51170,2517510,0.058821366,0.831081081,0.109866703,0.831081081,0.980079263,0.019920737
149,Dorado,58554.90195,58554,0.393500213,0.3935,3203,645,55351,2513329,0.054701643,0.832380457,0.102656966,0.832380457,0.978451578,0.021548422
150,Dorado,63063.27537,63063,0.376800246,0.3768,3210,638,59853,2508827,0.050901479,0.834199584,0.095948349,0.834199584,0.976698927,0.023301073
151,Dorado,67918.7663,67918,0.360400279,0.3604,3216,632,64702,2503978,0.047351218,0.835758836,0.089624613,0.835758836,0.974811187,0.025188813
152,Dorado,73148.10066,73148,0.344500311,0.3445,3223,625,69925,2498755,0.044061355,0.837577963,0.083718635,0.837577963,0.972777847,0.027222153
153,Dorado,78780.06215,78780,0.329300341,0.3293,3228,620,75552,2493128,0.040974867,0.838877339,0.07813332,0.838877339,0.970587228,0.029412772
154,Dorado,84845.65063,84845,0.314000372,0.314,3231,617,81614,2487066,0.038081207,0.839656965,0.072858061,0.839656965,0.968227261,0.031772739
155,Dorado,91378.25275,91378,0.3000004,0.3,3237,611,88141,2480539,0.035424282,0.841216216,0.067985634,0.841216216,0.965686267,0.034313733
156,Dorado,98413.82574,98413,0.285700429,0.2857,3239,609,95174,2473506,0.032912318,0.841735967,0.063347708,0.841735967,0.962948285,0.037051715
157,Dorado,105991.0953,105991,0.272100456,0.2721,3246,602,102745,2465935,0.030625242,0.843555094,0.05910469,0.843555094,0.960000856,0.039999144
158,Dorado,114151.7688,114151,0.259000482,0.259,3251,597,110900,2457780,0.028479821,0.84485447,0.055102162,0.84485447,0.956826074,0.043173926
159,Dorado,122940.7648,122940,0.246400507,0.2464,3259,589,119681,2448999,0.026508866,0.846933472,0.051408651,0.846933472,0.953407587,0.046592413
160,Dorado,132406.4604,132406,0.234200532,0.2342,3271,577,129135,2439545,0.024704319,0.850051975,0.048013269,0.850051975,0.949727097,0.050272903
161,Dorado,142600.9574,142600,0.222200556,0.2222,3276,572,139324,2429356,0.022973352,0.851351351,0.04473943,0.851351351,0.945760468,0.054239532
162,Dorado,153580.3689,153580,0.211200578,0.2112,3281,567,150299,2418381,0.021363459,0.852650728,0.041682547,0.852650728,0.941487846,0.058512154
163,Dorado,165405.1288,165405,0.2000006,0.2,3283,565,162122,2406558,0.019848251,0.853170478,0.038793995,0.853170478,0.936885093,0.063114907
164,Dorado,178140.3236,178140,0.19010062,0.1901,3287,561,174853,2393827,0.018451779,0.854209979,0.036123261,0.854209979,0.931928851,0.068071149
165,Dorado,191856.0515,191856,0.180300639,0.1803,3293,555,188563,2380117,0.017163915,0.855769231,0.033652864,0.855769231,0.926591479,0.073408521
166,Dorado,206627.8075,206627,0.170600659,0.1706,3303,545,203324,2365356,0.015985326,0.858367983,0.03138615,0.858367983,0.920844948,0.079155052
167,Dorado,222536.8994,222536,0.161500677,0.1615,3310,538,219226,2349454,0.014873998,0.86018711,0.029242349,0.86018711,0.914654219,0.085345781
168,Dorado,239670.8952,239670,0.152500695,0.1525,3316,532,236354,2332326,0.013835691,0.861746362,0.027234126,0.861746362,0.907986203,0.092013797
169,Dorado,258124.105,258124,0.143900712,0.1439,3325,523,254799,2313881,0.012881406,0.864085239,0.025384392,0.864085239,0.900805472,0.099194528
170,Dorado,277998.1005,277998,0.135900728,0.1359,3335,513,274663,2294017,0.011996489,0.866683992,0.023665406,0.866683992,0.893072317,0.106927683
171,Dorado,299402.2735,299402,0.128000744,0.128,3344,504,296058,2272622,0.01116893,0.869022869,0.022054411,0.869022869,0.884743137,0.115256863
172,Dorado,322454.4383,322454,0.120600759,0.1206,3356,492,319098,2249582,0.010407686,0.872141372,0.020569902,0.872141372,0.875773549,0.124226451
173,Dorado,347281.4805,347281,0.113500773,0.1135,3371,477,343910,2224770,0.009706837,0.876039501,0.01920092,0.876039501,0.866114113,0.133885887
174,Dorado,374020.0548,374020,0.106600787,0.1066,3374,474,370646,2198034,0.009020908,0.876819127,0.017858088,0.876819127,0.855705654,0.144294346
175,Dorado,402817.3377,402817,0.1000008,0.1,3382,466,399435,2169245,0.008395872,0.878898129,0.016632855,0.878898129,0.844497952,0.155502048
176,Dorado,433831.8372,433831,0.093800812,0.0938,3390,458,430441,2138239,0.007814103,0.880977131,0.015490805,0.880977131,0.832427161,0.167572839
177,Dorado,467234.2657,467234,0.087700825,0.0877,3397,451,463837,2104843,0.007270447,0.882796258,0.014422118,0.882796258,0.819425931,0.180574069
178,Dorado,503208.4793,503208,0.082000836,0.082,3408,440,499800,2068880,0.006772547,0.885654886,0.013442302,0.885654886,0.805425355,0.194574645
179,Dorado,541952.4898,541952,0.076500847,0.0765,3415,433,538537,2030143,0.006301296,0.887474012,0.012513741,0.887474012,0.790344846,0.209655154
180,Dorado,583679.5548,583679,0.071100858,0.0711,3420,428,580259,1988421,0.005859385,0.888773389,0.011642018,0.888773389,0.774102263,0.225897737
181,Dorado,628619.3516,628619,0.066200868,0.0662,3434,414,625185,1943495,0.005462768,0.892411642,0.010859065,0.892411642,0.756612346,0.243387654
182,Dorado,677019.241,677019,0.061200878,0.0612,3446,402,673573,1895107,0.005089961,0.895530146,0.010122388,0.895530146,0.737774655,0.262225345
183,Dorado,729145.6293,729145,0.056600887,0.0566,3460,388,725685,1842995,0.004745284,0.899168399,0.009440745,0.899168399,0.717487192,0.282512808
184,Dorado,785285.4343,785285,0.052200896,0.0522,3479,369,781806,1786874,0.004430239,0.904106029,0.008817272,0.904106029,0.695639005,0.304360995
185,Dorado,845747.6648,845747,0.047900904,0.0479,3508,340,842239,1726441,0.004147813,0.911642412,0.008258052,0.911642412,0.672112135,0.327887865
186,Dorado,910865.1216,910865,0.043800912,0.0438,3530,318,907335,1661345,0.003875437,0.917359667,0.007718268,0.917359667,0.646769936,0.353230064
187,Dorado,980996.2288,980996,0.04000092,0.04,3550,298,977446,1591234,0.003618771,0.922557173,0.007209264,0.922557173,0.619475373,0.380524627
188,Dorado,1056527.007,1056527,0.036100928,0.0361,3567,281,1052960,1515720,0.003376156,0.926975052,0.006727809,0.926975052,0.590077394,0.409922606
189,Dorado,1137873.199,1137873,0.032500935,0.0325,3586,262,1134287,1434393,0.003151494,0.931912682,0.006281745,0.931912682,0.558416385,0.441583615
190,Dorado,1225482.556,1225482,0.029100942,0.0291,3608,240,1221874,1346806,0.002944148,0.937629938,0.005869864,0.937629938,0.524318327,0.475681673
191,Dorado,1319837.303,1319837,0.025800948,0.0258,3635,213,1316202,1252478,0.002754128,0.94464657,0.005492243,0.94464657,0.487595964,0.512404036
192,Dorado,1421456.796,1421456,0.022500955,0.0225,3654,194,1417802,1150878,0.002570604,0.9495842,0.005127327,0.9495842,0.448042574,0.551957426
193,Dorado,1530900.375,1530900,0.019500961,0.0195,3675,173,1527225,1041455,0.002400549,0.95504158,0.00478906,0.95504158,0.405443652,0.594556348
194,Dorado,1648770.448,1648770,0.016400967,0.0164,3691,157,1645079,923601,0.002238639,0.959199584,0.004466852,0.959199584,0.359562499,0.640437501
195,Dorado,1775715.804,1775715,0.013200974,0.0132,3715,133,1772000,796680,0.002092115,0.96543659,0.004175182,0.96543659,0.310151518,0.689848482
196,Dorado,1912435.185,1912435,0.010800978,0.0108,3737,111,1908698,659982,0.001954053,0.971153846,0.003900259,0.971153846,0.256934301,0.743065699
197,Dorado,2059681.131,2059681,0.006400987,0.0064,3762,86,2055919,512761,0.001826496,0.977650728,0.003646181,0.977650728,0.199620428,0.800379572
